id_open_close_main,day_open_close,open,close,open_time,open_close
oc_175,วันเสาร์,0.0,0.0,00:00:00,00:00:00
oc_175,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_175,วันจันทร์,8.3,17.0,08:30:00,17:00:00
oc_175,วันอังคาร,8.3,17.0,08:30:00,17:00:00
oc_175,วันพุธ,8.3,17.0,08:30:00,17:00:00
oc_175,วันพฤหัสบดี,8.3,17.0,08:30:00,17:00:00
oc_175,วันศุกร์,8.3,17.0,08:30:00,17:00:00
oc_176,วันเสาร์,12.0,0.0,12:00:00,00:00:00
oc_176,วันอาทิตย์,12.0,0.0,12:00:00,00:00:00
oc_176,วันจันทร์,12.0,0.0,12:00:00,00:00:00
oc_176,วันอังคาร,12.0,0.0,12:00:00,00:00:00
oc_176,วันพุธ,12.0,0.0,12:00:00,00:00:00
oc_176,วันพฤหัสบดี,12.0,0.0,12:00:00,00:00:00
oc_176,วันศุกร์,12.0,0.0,12:00:00,00:00:00
oc_177,วันเสาร์,10.0,22.0,10:00:00,22:00:00
oc_177,วันอาทิตย์,10.0,22.0,10:00:00,22:00:00
oc_177,วันจันทร์,10.0,22.0,10:00:00,22:00:00
oc_177,วันอังคาร,10.0,22.0,10:00:00,22:00:00
oc_177,วันพุธ,10.0,22.0,10:00:00,22:00:00
oc_177,วันพฤหัสบดี,10.0,22.0,10:00:00,22:00:00
oc_177,วันศุกร์,10.0,22.0,10:00:00,22:00:00
oc_178,วันเสาร์,8.0,17.0,08:00:00,17:00:00
oc_178,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_178,วันจันทร์,8.0,17.0,08:00:00,17:00:00
oc_178,วันอังคาร,8.0,17.0,08:00:00,17:00:00
oc_178,วันพุธ,8.0,17.0,08:00:00,17:00:00
oc_178,วันพฤหัสบดี,8.0,17.0,08:00:00,17:00:00
oc_178,วันศุกร์,8.0,17.0,08:00:00,17:00:00
oc_179,วันเสาร์,7.0,19.0,07:00:00,19:00:00
oc_179,วันอาทิตย์,7.0,19.0,07:00:00,19:00:00
oc_179,วันจันทร์,7.0,19.0,07:00:00,19:00:00
oc_179,วันอังคาร,7.0,19.0,07:00:00,19:00:00
oc_179,วันพุธ,7.0,19.0,07:00:00,19:00:00
oc_179,วันพฤหัสบดี,7.0,19.0,07:00:00,19:00:00
oc_179,วันศุกร์,7.0,19.0,07:00:00,19:00:00
oc_180,วันเสาร์,6.0,18.0,06:00:00,18:00:00
oc_180,วันอาทิตย์,6.0,18.0,06:00:00,18:00:00
oc_180,วันจันทร์,6.0,18.0,06:00:00,18:00:00
oc_180,วันอังคาร,6.0,18.0,06:00:00,18:00:00
oc_180,วันพุธ,6.0,18.0,06:00:00,18:00:00
oc_180,วันพฤหัสบดี,6.0,18.0,06:00:00,18:00:00
oc_180,วันศุกร์,6.0,18.0,06:00:00,18:00:00
oc_181,วันเสาร์,10.0,21.0,10:00:00,21:00:00
oc_181,วันอาทิตย์,10.0,21.0,10:00:00,21:00:00
oc_181,วันจันทร์,10.0,21.0,10:00:00,21:00:00
oc_181,วันอังคาร,10.0,21.0,10:00:00,21:00:00
oc_181,วันพุธ,10.0,21.0,10:00:00,21:00:00
oc_181,วันพฤหัสบดี,10.0,21.0,10:00:00,21:00:00
oc_181,วันศุกร์,10.0,21.0,10:00:00,21:00:00
oc_182,วันเสาร์,11.0,21.0,11:00:00,21:00:00
oc_182,วันอาทิตย์,11.0,21.0,11:00:00,21:00:00
oc_182,วันจันทร์,11.0,21.0,11:00:00,21:00:00
oc_182,วันอังคาร,11.0,21.0,11:00:00,21:00:00
oc_182,วันพุธ,11.0,21.0,11:00:00,21:00:00
oc_182,วันพฤหัสบดี,11.0,21.0,11:00:00,21:00:00
oc_182,วันศุกร์,11.0,21.0,11:00:00,21:00:00
oc_183,วันเสาร์,7.0,19.0,07:00:00,19:00:00
oc_183,วันอาทิตย์,7.0,19.0,07:00:00,19:00:00
oc_183,วันจันทร์,6.3,19.0,06:29:00,19:00:00
oc_183,วันอังคาร,6.3,19.0,06:29:00,19:00:00
oc_183,วันพุธ,6.3,19.0,06:29:00,19:00:00
oc_183,วันพฤหัสบดี,6.3,19.0,06:29:00,19:00:00
oc_183,วันศุกร์,6.3,19.0,06:29:00,19:00:00
oc_184,วันเสาร์,7.0,19.3,07:00:00,19:30:00
oc_184,วันอาทิตย์,7.0,19.3,07:00:00,19:30:00
oc_184,วันจันทร์,7.0,19.3,07:00:00,19:30:00
oc_184,วันอังคาร,7.0,19.3,07:00:00,19:30:00
oc_184,วันพุธ,7.0,19.3,07:00:00,19:30:00
oc_184,วันพฤหัสบดี,7.0,19.3,07:00:00,19:30:00
oc_184,วันศุกร์,7.0,19.3,07:00:00,19:30:00
oc_185,วันเสาร์,7.0,17.0,07:00:00,17:00:00
oc_185,วันอาทิตย์,7.0,17.0,07:00:00,17:00:00
oc_185,วันจันทร์,7.0,17.3,07:00:00,17:30:00
oc_185,วันอังคาร,7.0,17.3,07:00:00,17:30:00
oc_185,วันพุธ,7.0,17.3,07:00:00,17:30:00
oc_185,วันพฤหัสบดี,7.0,17.3,07:00:00,17:30:00
oc_185,วันศุกร์,7.0,17.3,07:00:00,17:30:00
oc_186,วันเสาร์,7.0,17.0,07:00:00,17:00:00
oc_186,วันอาทิตย์,7.0,17.0,07:00:00,17:00:00
oc_186,วันจันทร์,7.0,17.0,07:00:00,17:00:00
oc_186,วันอังคาร,7.0,17.0,07:00:00,17:00:00
oc_186,วันพุธ,7.0,17.0,07:00:00,17:00:00
oc_186,วันพฤหัสบดี,7.0,17.0,07:00:00,17:00:00
oc_186,วันศุกร์,7.0,17.0,07:00:00,17:00:00
,,,,,
oc_188,วันเสาร์,0.0,0.0,00:00:00,00:00:00
oc_188,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_188,วันจันทร์,14.0,22.0,14:00:00,22:00:00
oc_188,วันอังคาร,14.0,22.0,14:00:00,22:00:00
oc_188,วันพุธ,14.0,22.0,14:00:00,22:00:00
oc_188,วันพฤหัสบดี,14.0,22.0,14:00:00,22:00:00
oc_188,วันศุกร์,14.0,22.0,14:00:00,22:00:00
oc_189,วันเสาร์,9.3,18.0,09:30:00,18:00:00
oc_189,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_189,วันจันทร์,8.15,18.0,08:15:00,18:00:00
oc_189,วันอังคาร,8.15,18.0,08:15:00,18:00:00
oc_189,วันพุธ,8.15,18.0,08:15:00,18:00:00
oc_189,วันพฤหัสบดี,8.15,18.0,08:15:00,18:00:00
oc_189,วันศุกร์,8.15,18.0,08:15:00,18:00:00
oc_190,วันเสาร์,9.0,23.0,09:00:00,23:00:00
oc_190,วันอาทิตย์,9.0,23.0,09:00:00,23:00:00
oc_190,วันจันทร์,9.0,23.0,09:00:00,23:00:00
oc_190,วันอังคาร,9.0,23.0,09:00:00,23:00:00
oc_190,วันพุธ,9.0,23.0,09:00:00,23:00:00
oc_190,วันพฤหัสบดี,9.0,23.0,09:00:00,23:00:00
oc_190,วันศุกร์,9.0,23.0,09:00:00,23:00:00
oc_191,วันเสาร์,0.0,0.0,00:00:00,00:00:00
oc_191,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_191,วันจันทร์,9.0,18.0,09:00:00,18:00:00
oc_191,วันอังคาร,9.0,18.0,09:00:00,18:00:00
oc_191,วันพุธ,9.0,18.0,09:00:00,18:00:00
oc_191,วันพฤหัสบดี,9.0,18.0,09:00:00,18:00:00
oc_191,วันศุกร์,9.0,18.0,09:00:00,18:00:00
oc_192,วันเสาร์,0.0,0.0,00:00:00,00:00:00
oc_192,วันอาทิตย์,0.0,0.0,00:00:00,00:00:00
oc_192,วันจันทร์,7.0,13.45,07:00:00,13:44:00
oc_192,วันอังคาร,7.0,13.45,07:00:00,13:44:00
oc_192,วันพุธ,7.0,13.45,07:00:00,13:44:00
oc_192,วันพฤหัสบดี,7.0,13.45,07:00:00,13:44:00
oc_192,วันศุกร์,7.0,13.45,07:00:00,13:44:00
oc_193,วันเสาร์,7.0,17.3,07:00:00,17:30:00
oc_193,วันอาทิตย์,7.0,17.3,07:00:00,17:30:00
oc_193,วันจันทร์,7.0,17.3,07:00:00,17:30:00
oc_193,วันอังคาร,7.0,17.3,07:00:00,17:30:00
oc_193,วันพุธ,7.0,17.3,07:00:00,17:30:00
