id_review_main,review_rating,review_text
review_109,5,บรรยากาศร้านดีมาก เค้กอร่อย ( ตกแต่งหน้าเค้กสวยสุด ๆ ) ราคาน่ารัก ฟิน น แถมร้านจัดมุมถ่ายรูปได้ถูกต้องมาก ก ก มู้ดดีสุด ๆ 😭💗 แนะนำคับ อยากให้มาลองกันเยอะ ๆๆ
review_109,5,บรรยากาศดี นั่งชิลๆ เค้กอร่อยมาก เครื่องดื่มกลางๆ โดยรวมก็ถือว่าดีครับ
review_109,5,"ไปตอนช่วงคริสมาสต์ วันธรรมดา ร้านตกแต่งน่ารักมาก
คนแน่นโต๊ะเต็มทุกโต๊ะ แต่พนง.มีคนเดียวเลยทำให้การบริการค่อนข้างช้า ภาพรวมไม่แย่ เข้าใจค่ะ"
review_109,5,"สั่งมัทฉะเลม่อน บราวนี่
ขนมอร่อย น้ำอร่อย ราคาเริ่มต้นที่ 70 บาท
พนักงานน่ารัก  มีน้องแมวของร้านด้วย (แต่เล่นกับน้องไม่ได้นะคะ เป็นของเจ้าของร้าน ไม่ใช่คาเฟ่แมวน๊า)

มาช่วงคริสมาสต์ตกแต่งน่ารัก แอร์เย็น แต่พื้นที่นั่งค่อนข้างเล็ก (ตอนเรามาคนไม่เยอะเลยสบายๆ)
ที่จอดรถกว้าง สะดวกค่ะ"
review_109,5,ชาอร่อย ขนมโฮมเมดก็อร่อยมากกก มีมุมถ่ายรูปทั้ง indoors และ outdoors มีเจ้าของร้านเป็นน้อนแมวตัวอ้วนมาต้อนรับด้วย ที่จอดรถเยอะขับรถมาได้สบายเลย😻
review_109,4,"เครื่องดื่มรสชาติดีค่ะ ร้านน่ารัก
มีที่จอดรถ แต่ที่นั่งในร้านมีน้อย ไม่เหมาะกับมากลุ่มใหญ่ๆค่ะ"
review_109,5,ร้านเล็กๆ น่ารัก แต่มีมุมถ่ายรูปเยอะมาก กาแฟก็ใช้ได้ เด็กน้อยชอบครับ
review_109,5,ขนมไม่หวานดี ร้านน่ารัก ถ่ายรูปได้ทุกมุม แสงดี
review_109,1,ดูพนักงานไม่ค่อยอยากบริการเท่าไหร่ เคยไปตั้งแต่อยู่ที่เก่า แมวกระโดดขึ้นมานั่งเก้าอี้ที่โต๊ะเราเอง เราเลยถ่ายรูป ผู้หญิงคนนึงพูดขึ้นว่าห้ามอุ้มห้ามจับนะคะแมวดุ ฮัลโหลนี่แค่ถ่ายรูป พอย้ายไปที่ใหม่ก็ดันตามไปอุดหนุนอีก เจอพนักงานพูดห้วนเหมือนไม่อยากให้บริการ พอแหล่ะ ไม่ไปแล้ว
review_109,5,บริการดี เค้กอร่อยค่ะ ราคาไม่แพงมาก น้ำรสชาติดีค่ะ มีบริการที่จอดกว้าง มีให้เช่าstudioซ้ออมดนตรีขนาดใหญ่ค่ะ ได้ส่วนลดหากเป็นลูกค้าส่วนstudioด้วย บานอฟฟี่กับชีสพายอร่อยค่ะ
review_109,5,ห้องซ้ิอมดีมากค่ะ คาเฟ่สวยมาก สะอาด ขนมอร่อยมาก
review_109,5,ประทับจิต ประทับใจ คาเฟ่คือดีถ่ายรูปสวย เครื่องดื่มคือเดอะ ที่สำคัญเค้กกกกกกกอร่อยง่ะ แบบตะโกนนนนนนน ดต็ม 10 ให้ 100 ล้าน
review_109,5,"ร้านสวย เค้กอร่อย กาแฟใช้ได้
ราคาสมเหตุสมผล
มีที่จอดรถ
มีน้องแมว
มีห้องซ้อมดนตรี"
review_109,5,"ขนมอร่อยมากกกก
แนะนำ บานอฟฟี่ คอฟเฟิ่ว!!
ชอบบรรยากาศร้านตอนเย็นๆ มีสวนเล็กๆไว้ถ่ายรูปมีวิวเป็นทุ่งนา ที่สำคัญ *ราคาไม่แรง*"
review_109,5,ร้านน่ารักมาก ชาเข้มข้นอร่อย banoffeeอร่อย มีห้องซ้อมดนตรีด้วย ไว้มีโอกาสจะไปอีกแน่นอนงับ
review_109,5,ร้านเล็กๆ แต่อบอุ่นมากกกก ขนมอร่อยมากๆเลยค่ะ สำหรับคนที่ชอบกินขนมไม่หวานเลี่ยน มัทฉะดีมาก มีกาแฟคั่วอ่อนด้วย อยากมาซ้ำทุกอาทิตย์ 😍
review_109,5,ร้านคาเฟ่น่ารัก มินิมอล น้ำอร่อย ของหวานโดยเฉพาะบานอฟฟี่ อร่อยมากกกกกกกกกกก อยากให้ไปลองกัน😭 สุดท้ายน้องแมวคนดีคนดังน่ารักมากอยากไปทุกวันก็เพราะน้องแมว
review_109,5,หลังจากที่ได้ไปที่คาเฟ่มา เครื่องดื่มกับขนมหวานอร่อยมากค่ะ ราคาคุ้มค่า บรรยากาศคาเฟ่ดีมากๆ ภายในร้านจัดมุมถ่ายรูปสวยงาม ร้านสะอาด ถูกทุกข้ออออ💖💖💖✨
review_109,5,ขนมอร่อยมากค่ะโดยเฉพาะเค้ก หวานกำลังดีเลย มีมุมถ่ายรูปหลายมุมด้วยค่ะ พี่เจ้าของก็น่ารักมากๆๆ
review_109,5,ขนมอร่อย+ราคาน่ารักมากค่ะ โดยเฉพาะบานอฟฟี่! ร้านบรรยากาศดี มีที่จอดเยอะสะดวกสุดๆ🫶🏻
review_109,5,ร้านน่ารัก มุมถ่ายรูปเยอะ พนักงานสุภาพ บริการดี กาแฟอร่อย ขนมอร่อยครับ มีห้องซ้อมดนตรีด้วย และมีแมวเป็นเจ้าของร้าน 555+
review_109,5,บรรยากาศร้านน่ารักมากค่ะ พี่พนักงานใจดี เวลามาซ้อมแล้วมีร้านขนมขายพร้อมทานคือสะดวกมากเลยค่ะ
review_109,5,มุมถ่ายรูปเยอะมากไม่เบื่อเลย อาหารอร่อย พนักงานเซอวิสดีมาก
review_109,5,เป็นห้องซ้อมที่ดีมากๆ อุปกรณ์ครบคัน ห้องใหญ่จุคนได้แบบจุใจไปเล๊ย แอร์เย็นฉ่ามๆ ได้ยินเสียงเครื่องดนตรีชัดทุกอัน สุดๆเริ่สมาก!👍🏼
review_109,5,ขนมอร่อย บรรยากาศดีสุดๆ บริการดีมากค่ะ
review_109,5,ได้ลองชิมบานอฟฟี่กับบราวนี่ หน้าตาน่ากินเต็มสิบ รสชาติอร่อยมาก ๆ ทุกอย่างเลยค่า 🫶🏻😻 น้ำเราเลือกสั่งชาเขียวปั่น หวานกำลังดี ทอปปิ้งเป็นคิทแคทชาเขียว อร่อยมากค่ะ 🤎🤎🤎
review_109,5,ขนมอร่อยมากๆ บรรยากาศร้านน่ารัก
review_109,5,ห้องซ้อมดีมากเลยครับ อาหารก็อร่อย สะอาดมากกก
review_109,4,ร้านทำเป็นคาเฟ่+ห้องซ้อมดนตรีสถานที่ตกแต่งโอเครดีส่วนทางไปไกลหน่อย คนดูแลไม่ค่อยแฟรนรี่งานบริการควรยิ้มหน่อยไม่ว่าร้านจะเงียบหรือยุ่ง ส่วนน้องพนักงานแคชเชียต้อมรับดีกว่าหัวหน้า
review_109,5,ร้านบรรยากาศดีมากครับ นั่งชิวได้เลย อาหารและเครื่องดื่มอร่อย โดยรวมคือดีมากก ต้องกลับมาอีกฮะะ
review_109,5,ร้านจัดน่ารักมากค่ะ เครื่องดื่มอร่อย นั่งชิล ๆ รอเพื่อนซ้อมดนตรีได้เลย  เวลากลางคืนก็ยังเปิดขาย มีโอกาสจะไปอีกค่ะ😊
review_109,5,เลิสมากกกน่าไปสุดร้านดีนัมเบอวันเลยอะ
