id_review_main,review_rating,review_text
review_1,3.0,เด็กเสิร์ฟน้อยขนาดไปวันเสาร์นั่งกินอาหารตั้งแต่3โมง เช็คบิล1รอบไปแหละรอรอบเย็นย้ายออกมาข้างนอก นั่งนานมากไม่มีพนักงานมาบริการแม้กระทั่งน้ำเปล่า ต้องเรียกเด็กเอามาให้ มีน้ำมา2ขวดกับน้ำแข็ง แล้วปล่อยฟรี ลูกค้าบริการตัวเอง หันมองหาพนักงานก็บริการแต่โต๊ะที่กินเหล้าห้องร้องเพลง พนักงานเสริฟบริเวณด้านนอกไม่มีเลย จะสั่งอาหารก็ไม่เห็นเด็กเสิร์ฟเลยค่ะ
review_1,5.0,มาครั้งแรกอาหารอร่อยถูกปาก.บรรยากาศดี.กาแฟอร่อย.ราคาสมน้ำสมเนื้อ.ต้องมาครั้งต่อไป..แนะนำค่ะ
review_1,4.0,บรรยากาศดีค่ะ  ถ้ามาช่วงค่ำมีดนตรี  อาหาร น่าจะสวยไปอีกแบบค่า  อาหารมีเชอวิส10%ค่ะ
review_1,5.0,ร้านสวยยยยมากกก บรรยากาศดี ตอนแรกไม่ได้ตั้งใจแวะ แต่พอเห็นรีวิวแล้วเลยลองแวะดู ถือว่าไม่เสียเที่ยวเลย อาหารเยอะมาก มีหลากหลาย ถูกใจสายกินอย่างเรามากกก คือมาที่เดียวครบเลย สถานที่ก็ดีงาม มีมุมถ่ายรูปเยอะ เหมาะกับวิถีนักรีวิว ถ่ายรูปอัปโซเซียลอย่างเรา
review_1,4.0,"Theme Cafe & Bistro คาเฟ่โรงนาสีแดงสไตล์ยุโรปตะวันตก ที่เจ้าของได้แรงบันดาลใจจากเพลง Wild Mountain Thyme

ภายในร้านตกแต่งโทนขาวแดงสไตล์เรียบง่าย มีที่นั่งทั้ง indoor  และ outdoor บริการอาหารและเครื่องดื่มหลากหลายเมนูทั้งอาหารไทยและตะวันตก รวมถึงเค้กหน้าตาน่ากินให้เลือกชิมตามชอบ

ด้วยต้นไม้ภายในบริเวณร้านไม่ใช่ไม้ที่ให้ร่มเงา กลางวันด้านนอกจะร้อนมาก  แต่ถ้าเป็นช่วงแดดร่มลมตก บรรยากาศน่าจะดี

อาหารวัตถุดิบดี สเต็กนุ่มลิ้น เครื่องดื่มอร่อย แต่ลำดับการเสิร์ฟแปลกนิดหน่อย จานหลักมาก่อนซุป สงสัยทางร้านกลัวเราหิว เลยรีบทำจานหลักให้ก่อน ราคาอาหารในเมนูยังไม่รวม Service Charge 7%

ครัวเปิด 11.00 น. ส่วนที่นั่งกลางแจ้งจะเปิดให้บริการเวลา 16.00 น. พร้อมกับร้านอาหาร The Local

ห้องน้ำสะอาด แยกชาย-หญิงอย่างชัดเจน

ร้านตั้งอยู่บนถนนกำแพงเพชร 6 หรือ Local Road แนวรถไฟฟ้าสีแดงใกล้สถานีหลักหก (ม.รังสิต) พื้นที่เดียวกับร้าน The Local"
review_1,4.0,"So good
เครื่องดื่มดี
อาหารอร่อย
บริการดี ใส่ใจ"
review_1,4.0,"🍴อาหารถูกปาก 2 รายการ จาก 3 รายการที่สั่ง หักคะแนน สเต็กหมูสันในกับซอสไวน์แดง...ที่หมู overcooked และซอสรสชาติจืดมาก
👍 พนักงานดูแลดีอยู่นะ แต่พอกลับมาบ้านดู Facebook ปรากฏว่ามีโปรเดือนเมษา ลดอาหาร 15% แต่ไม่บอกลูกค้าซักคำ...😭😭😭😭😭😭 อิหยังว่ะ
😍 บรรยากาศร้านสวย เพราะไปช่วงพระอาทิตย์ตกพอดี แสงสวย ถ่ายรูปสวยดี"
review_1,4.0,"บริการดี บาริสต้าอัธยาศรัยดี ร้านโปร่ง รับแสงแอร์เย็นไม่พอ กาแฟคั่วเข้ม รสชาติเฉยๆ ครัวซองชุ่มเนย ชิ้นละ110บาท ร้านสวย ต้นไม้คือสวยมาก สวนหน้าร้านคือสวยยยยย ไว้มาทานกลางวันรอบหน้า
ปล.มีเม็ดกาแฟBrazil ยังไม่ได้ลอง กลิ่นหอมมาก"
review_1,3.0,เค้กรสชาติดีค่ะ เครื่องดื่มโอเค คนไม่ได้เยอะมาก แต่รอค่อนข้างนาน การบริการเฉยๆ
review_1,3.0,ร้านอาหาร และร้านกาแฟ ที่อยู่บริเวณเดียวกัน  มีเมนูหลากหลาย เครืองดื่ม รสชาดดี  ที่ถ่ายรูป มีนิดนึง เหมาะกับพาครอบครัว มาทานอาหารเย็นๆ  เดินทางง่าย ที่จอดรถ  เยอะ
review_1,5.0,ร้านสวยน่ารักมากเลยครับ อาหารก็อร่อยถูกใจมากครับ
review_1,5.0,"ร้านตกแต่งตามเทศกาลได้สวยมาก
อาหารก็อร่อย  ไก่ผัดขิงหวานกับเนื้อสะดุ้งนี่สุดยอด"
review_1,3.0,ก็นั่งเล่นได้ช่วงเย็นๆน่าจะบรรยากาศเย็นกว่านี้
review_1,4.0,เครื่องดื่มราคาไม่แรง พนักงานบริการดี เป็นทั้งร้านอาหารและ cafe ที่จอดรถเยอะ
review_1,5.0,บรรยากาศดี ที่จอดรถเยอะ อาหารหลากหลาย รสชาติดี ราคากลางๆ
review_1,5.0,ไม่ไกลบ้านดี ร้านสวย บรรยากาศดี อาหารโอเค ราคาแพงทั่วไป ไม่แพงเวอร์เกิน 🤗
review_1,5.0,ไอศครีมอร่อย ร้านสวยงามน่ารัก เหมาะกับครอบครัวมากครับ 5ดาวไม่หัก
review_1,5.0,ที่จอดเยอะ  สามารถเหมาสถานที่จัดงานตอนกลางคืนได้ บรรยากาศดีมาก
review_1,4.0,กาแฟไม่แพง มีคาเฟ่เล็กๆ ธีมสีแดงสวย
review_1,3.0,เครื่องดื่มโอเค ห้องน้ำสะอาด แต่การตกแต่งภายในกับเพลงที่เปิดยังไม่ตรงกับธีมคาเฟ่สไตล์ชนบทอังกฤษอย่างที่ยิงโฆษณาไป ดูเป็นร้านอาหารทั่วไป เปิดเพลงไทยธรรมดา
review_1,4.0,ิอาหารอร่อย บรรยากาศดี
review_1,5.0,ครัวซองอร่อย... 🥐 มากินกัน 😆😆😆
review_1,5.0,มีสวนเล็กๆหน้าร้านไว้คอยถ่ายรูปและเค้กอร่อยหลากหลายรส บรรยากาศดีมากครับ
review_1,1.0,แย่มากค่ะ การบริการ ไม่สนใจลูกค้าเลย ลูกค้าในร้านก็ไม่ได้เยอะ คอยชะเง้อมองตลอดไม่มีใครสนใจ เดินไปบอกทุกรอบ จะสั่งของหรือจะขออะไร ทำน้ำเสียงไม่พอใจใส่  น้องทอมไม่น่ารักเลยค่ะ
review_1,5.0,กาแแฟอร่อยบรรยากาศดี พนักงานบริการดีมากครับ
review_1,5.0,"อาหารอร่อย บริการดี พนักงานเฟรนรี่มาก LOVE เลย!!

(food is delicious the service are good and  workers there are super friendly! I love this place!)"
review_1,5.0,ร้านโล่ง บรรยากาศดี ดนตรีเพราะ
review_1,5.0,ร้านสวย บรรยากาศดี อาหารก็อร่อยค่ะ 👍🥰
review_1,5.0,แนะนำเลย ร้านดีอาหารอร่อย
review_1,5.0,excellent  ดีทุกอย่าง ถูกใจ  บรรยากาศดี มุมสวยๆเยอะมาก อาหารอร่อย
review_1,5.0,"ร้านบรรยากาศดีมากกกกกกกกกกก
Theme สเต็ก กับสลัดอะโวคาโด คือ 10 10 10"
review_1,4.0,บรรยากาศดี😊 …
review_1,5.0,บริการเป็นกันเอง ดนตรีไพเราะ อาหารอร่อย
review_1,5.0,กาแฟ เค๊กอร่อย
review_1,5.0,อาหารอร่อย ร้านใหญ่ มีหลายมุม หลายโซน ให้เลือก
review_1,5.0,อร่อย ถ่ายรุปสวย มาง่าย
review_1,5.0,ร้านสวย อาหารอร่อยมาก
review_1,5.0,อร่อยค่ะ 😁
review_1,5.0,พนักงานดีและเป็นกันเอง อาหารรสชาติดีมาก
review_1,4.0,เราไปที่นั่นเพื่อดื่มกาแฟ กาแฟและอาหารดีและคุ้มค่า สถานที่ขนาดใหญ่พร้อมเวทีและห้องคาราโอเกะ ในที่สุดเราก็ดื่มเบียร์และเที่ยวเล่นกัน
review_1,5.0,ขอบคุณมากครับ
review_1,3.0,อาหารก็ดีแต่ได้อาหารน้อยไป
review_1,3.0,ตกลง
review_1,5.0,positive
review_1,5.0,ขอบคุณมากค่ะ
review_1,4.0,ขอบคุณมากครับ
review_1,5.0,ขอบคุณมากครับ
review_1,5.0,การตกแต่งที่สวยงาม
review_1,5.0,ขอบคุณครับ
review_1,5.0,ขอบคุณครับ
review_1,5.0,ขอบคุณครับ
review_1,3.0,ขอบคุณครับ
review_1,4.0,ขอบคุณมากนะค่ะ
review_1,5.0,ขอบคุณครับ
review_1,4.0,ขอบคุณมากค่ะ
review_1,5.0,ขอบคุณมากค่ะ
review_1,5.0,ขอบคุณมากค่ะ
review_1,5.0,ขอบคุณครับ
review_1,5.0,ขอบคุณค่ะ
review_1,5.0,ขอบคุณค่ะ
review_1,5.0,ขอบคุณครับ
review_1,5.0,ขอบคุณครับ
review_1,5.0,ขอบคุณครับ
review_1,4.0,ขอบคุณครับ
review_1,5.0,ขอบคุณมากครับ
review_1,4.0,ขอบคุณครับ
review_1,4.0,ขอบคุณครับ
review_1,4.0,ขอบคุณครับ
review_1,4.0,ขอบคุณครับ
