id_review_main,review_rating,review_text
review_320,1,อาหารไม่ตรงปก สั่งออนไลน์ก็ช้ากว่าจะได้อาหาร เเถมรสชาติยังไม่ดีด้วย ถ้าจะกินร้านนี้ราคาขนาดนี้กินข้างทางยังอร่อยกว่า
review_320,1,"สั่งมาสองแก้ว ทางร้านทำรสชาติออกมาจืดมากเลย
น้ำแข็งก็ให้น้อยเกิน(เข้าใจนะครับว่าอยากให้ปริมาณน้ำเยอะ)แต่เวลาเราสั่งเย็นแล้วน้ำมันไม่เย็นให้"
review_320,1,คุณภาพอาหารแย่มากๆ สังขยาทำจากผงชาเขียวเอามาละลายน้ำกับนม เหลวๆ ขนมปังเหมือนอาหารปลา
review_320,1,รอนานมากค่ะ อาหารสั่งไปไม่กี่อย่างทำนานมาก
review_320,1,ห่วยแตก อาหารไม่ได้เรื่อง รอนานรสชาติหมาไม่แดก
review_320,5,positive
review_320,1,nagative
review_321,1,เมื่อวานได้ลองเปิดใจกินร้านสาขา2ข้างหลัง ให้พนักงานไม่เป็นงานอยู่คนเดียว สั่งน้ำ2แก้วตอน12:30 ได้น้ำแก้วแรกตอน13:30 นี่ก็มีนัดเลยจะแวะซื้อเพราะจำเป็นเสียเวลามากๆ พนักงานก็เงอะงะ รสชาตก็เฉยๆ แถมราคาแพง 60++
review_321,1,สั่งกาแฟมอคค่าขั้วกลางได้ขั้วเข็มตอนไปซื้อก็ไม่ได้บัตรสะสมคะแนนแต่ลูกค้าคนอื่นได้บริการลูกค้าไม่เหมือนกันราคาไม่สมเหตุผลแก้วล่ะ 80+ ไปซื้อ Amazon หรือร้านติดแบรนด์ได้เลยควรปรับราคาลงมาสักแก้วล่ะ 40-60 กําลังดีพนักงานเอาเพื่อนมานั่งในร้านคุยไปชงกาแฟไปทําให้มีชงกาแฟผิดกดช็อตเกินส่วนที่กดเกินก็ชงกาแฟให้เพื่อนทานที่นั่งในร้านเต็มลูกค้าคนอื่นซื้อกาแฟเสร็จคือต้องออกมาเลย
review_321,1,พนักงานไม่ได้เลยค่ะ คัดคนหน่อย
review_321,5,positive
review_322,5,บรรยากาศดีมากกตอนนี้มีที่นั่งริมน้ำแล้วด้วยย
review_322,5,กาแฟอร่อย เจ้าของร้านน่ารัก
review_322,5,positive
review_322,5,positive
review_323,1,"ปกติเป็นคนชอบกิน einspanner ของที่นี่มากก็อุดหนุนมาตลอดแค่เป็นสาขาหน้าเมืองเอก แล้วเพิ่งเห็นว่าสาขาหลังมอมีด้วยเลยเข้าไปสั่ง พนักงานผช.บอก “หมด” คำเดียวเลย ตอนนั้นก็ไม่อะไรแล้วก็ออกมา จนกระทั่งวันนี้ไปกับรุ่นพี่แล้วก็สั่งเมนูเดิม พี่ผญ.ที่รับเมนูพูดจาดีมากบอกว่าหมดแล้ว แต่ผช.สองคนนั้นพูดออกมาว่า “จะกินให้ได้เลยใช่มั้ย” พี่ผญ.ก็พูดว่า “เขาอุตส่ามากินจะให้พูดแบบนั้นได้ไง” และผชพูดว่า “เมนูนี้เลิกผลิตทุกสาขาไปแล้ว“

ผมเลยอยากมาสอบถามทุกคนครับว่า เมนูนี้เลิกผลิตจริงมั้ยและพอมีเพจทางร้านไหมครับ ไม่ได้อยากโจมตีร้านครับ แค่ไม่อยากให้ร้านที่ขายกาแฟดีๆแบบนี้ มีพนักงานไร้การอบรมมารยาทการบริการขั้นพื้นฐานครับ"
review_323,5,ร้านกาแฟ j coffee ที่มีอยู่ได้ทั่วไปมีหลายสาขาหลายที่ รสชาติมาตรฐานแต่สาขานี้คนค่อนข้างเยอะส่วนมากเป็นเด็กมรังสิตมานั่งทำงานซะ 90% หาที่จอดรถลำบากนิดนึง
review_323,4,"คาเฟ่แนวเท่ห์ๆ ที่นั่งเยอะคะ บรรยากาศเงียบดี
ทางร้านมีเมล็ดกาแฟให้เลือกเยอะคะ แล้วแต่ชอบแนวไหน
สั่งdirty กับ ลาเต้เย็น กาแฟรสชาติดีคะ เมล็ดดี บาริสต้าชงอร่อย😊
ครัวซองท์อร่อยคะ ข้างในฉ่ำเนย แต่ข้างนอกเกรียมไปนิดนึงคะ😄 …"
review_323,5,โต๊ะนั่งมากมาย มีมุมแอร์เย็นฉ่ำ และมุมแอร์ไม่เย็นเกินไป บรรยากาศสงบ สบายๆ กาแฟมีให้เลือก 3 สายพันธุ์ตามรูป ที่จอดรถมากมาย
review_323,5,กาแฟดี ราคาไม่แพง ร้านมีสไตล์ยูนิค บริการดี แนะนำค่ะ สาขานี้โอเค
review_323,1,แม่ค้าติดแอ็ค หยิ่งทำไม ทำเหมือนมาขอกิน
review_323,4,ร้านอยู่สุดซอย แถว ม. รังสิต ร้านสไตล์เรียบๆ มีที่นั่งเยอะ ไม่มีโซฟา แอร์เย็นมาก กาแฟดีมีเมล็ดให้เลือก สั่ง อเมริกาโน่ กับชีสเค้ก ก็โอเคนะ ชีสเค้กกลางๆ ชีสไม่เข้มเท่าไร
review_323,5,หอมกาแฟ บรรยากาศดี มีที่จอดรถเพียงพอ
review_323,5,"แนะนำเลยครับ สำหรับใครที่อยากได้บรรยากาศและสถานที่ดื่มกาแฟ พูดคุย และกึ่ง co-workspace คุณภาพดี มีปลั๊กและอินเตอร์เน็ตไวไฟ ห้องน้ำ และสถานที่กว้างขวาง ทั้งสามชั้น

เดินทางไม่ยากครับ อยู่ซอยเมืองเอก ใกล้สะพาน ที่จอดรถรองรับการใช้งานดี อาจจะมีเรื่องฝุ่นเกาะรถหน่อยเพราะติดถนนหลักในซอย ส่วนเรื่องราคาโอเคครับเริ่มต้นที่ 50 บาท กาแฟดีแบบนี้คุ้มครับ"
review_323,2,ทำร้านได้เท่จริงๆ เหมาะกับเด็กถาปัดมาทำงาน ที่ออกแบบอาคารสุดชิกแต่ใช้จริงแล้วมีปัญหา เพราะสวยแต่ร้อนนั่งติดกระจกไม่ได้เลย  ทั้งร้อนและแสบตา แต่เด็กถาบัดคงทนได้เพราะคงอินสะบายการออกแบบได้ กาแฟคาปูเย็น 65 บาทก็ออกแนวฝรั่งผู้มีความรู้เรื่องกาแฟจากเมืองนอกแล้วมาทำเครื่องกาแฟเย็นที่ไทย มันจะออกมาไสๆ ไม่เข้มนม จริงๆให้ดาวเดียว แต่ให้เพิ่มเพราะออกแบบร้านได้ดึงดูดสุดๆ คนมากินตรึมทั่งๆที่ไม่อร่อย
review_323,5,"กาแฟนำเข้า. ติดรสเปลี้ยวนิดหอมละมุน
มีของประเทศ แทนซเนีย..อเมริกากลาง โคลัมเบีย"
review_323,4,ร้านเงียบสงบ บรรยากาศสบายๆ เหมาะแก่การนั่งชิลอ่านหนังสือหรือทำงาน เพราะมีปลั๊กไฟกับไวไฟ (เร็วด้วย) กาแฟรสกลางๆ ราคาไม่แพง น้ำเปล่าดื่มฟรี มีขนมให้สั่งแต่เมนูอาจไม่เยอะ ที่จอดรถเยอะมาก
review_323,5,กาแฟอร่อย ที่จอดรถสะดวก ของหวานถูกใจ
review_323,4,"การรับรายการเครื่องดื่มดี
การให้บริการดี"
review_323,5,กาแฟที่ดี
review_323,3,#ถามหน่อย  สงสัย  ทำไมถึงไม่มีเมนู Sเย็น  ส่วนเมนูอื่นที่สั่งคือใช่ได้อร่อยสมราคา
review_323,5,บรรยากาศดี น้องๆพนักงานดูแลเอาใจใส่ดี
review_323,4,กาแฟดีทั้งคุณภาพและราคา มีน้ำฟรี มีไฟให้ใช้ แต่เมื่ิอก่อนกาแฟอร่อยกว่านี้
review_323,5,สถานที่กว้างขวาง บรรยากาศดี มีที่จอดรถสะดวกสบาย
