id_review_main,review_rating,review_text
review_35,5,positive
review_36,5,กาแฟหอมๆ ทานคู่วาฟเฟิลโฮมเมด ตบท้ายด้วยไอศครีมหลายรสขาติ เจ้าของร้านและน้องพนักงาน อัทธยาศัยดีเต็มร้อย ฟินมากค่า❤️
review_36,5,เป็นร้านที่ตกแต่งน่ารักมาก เมนูมีให้เลือกหลากหลาย ที่สำคัญอร่อยมาก พนักงานพูดจาดีมาก ประทับใจ
review_36,3,positive
review_37,5,"ร้านคาเฟ่ขนาดไซด์กระทัดรัดแต่ที่ด้านนอกเยอะ ตั้งอยู่แถวๆมหาวิทยาลัยรังสิตมีประมาณ 8 โต๊ะ และซุ้มoutdoor ด้านหลังร้าน และมีห้องสำหรับการจัดประชุมด้วยค่ะ คิดชั่วโมงละ200บาท ร้านมีความฟินแอร์เย็นสบายมีความเงียบ มีเค้ก ส้ม ,สตอเบอรี่ชีสเค้ก ,เค้กช้อคโกแลต,นิวยอร์กชีสบลูเบอรี่,เค้กบลูเบอร์รี่ ,บราวนี่ ให้บริการ และเครื่องดื่มชากาแฟ ร้อนเย็นและมีเครื่องดื่มน้ำดอกไม้(ออร์แกนิค)ด้วย มีเมนูดังนี้ น้ำดอกบัว,น้ำดอกเข็ม,น้ำดอกอัญชัญมะพร้าว,น้ำดอกกุหลาบ,น้ำดอกดาหลา,ชาดอกหอมหมื่นลี้ ราคาแก้วละ 60บาท

ถ้าอยากหลบมุม หาความสงบนั่งอ่านหนังสือ ทำรายงาน หาได้จากที่นี่เลยครับ"
review_37,2,กาแฟรสชาติดี เจ้าของร้านเป็นกันเอง แต่สถานที่นั่งในร้านมีกลิ่นอับมากไม่เหมาะกับคนเป็นภูมิแพ้ เพราะมีน้องหมา 5 น้องแมว1 ข้างนอกโล่งกว่าแต่จบเพราะเผาใบไม้อี๊ก...ต้องกลับมานั่งดื่มต่อที่บ้าน
review_37,4,"เค้กส่งตรงจากฝรั่งเศส รสชาติ ดีมากคับ
เจ้าของร้านตั้งใจจัดวางอบ่างสวยงาม ร้านอยู่ในมุมที่สงบ ที่ นั่งสบายๆล้อมรอบด้วยต้นไม้"
review_37,5,ชอบสไตล์การจัดวางของสถานที่และการบริการค่ะ
review_37,5,กาแฟมากๆ โดยเฉพาะ caramel macchiato ฉันชอบมากๆเลย พนักงาน และเจ้าของร้านก็ใจดีสุดๆ ร้านเปิดทุกวัน 8.00-20.00 นะทุกคนน😍😍 …
review_37,4,เจ้าของร้านน่ารัก พนังงานทุกคนบริการดีมาก มารยาทดี ประทับใจ รถชาติเครื่องดื่ม ขนม อร่อย ใครสายหวานต้องมาครับ ประทับใจ บรรยากาศ
