id_review_main,review_rating,review_text
review_13,5,ร้านกาแฟเล็กๆติด ม.รังสิต มีน้องหมา 1 ตัว เห่าเสียงดังไม่กัด ร้านตกแต่งน่ารักดีครับ เจ้าของร้านน่ารักนิสัยดีเป็นกันเอง
review_13,3,"☕ ลาเต้เย็นที่ร้านจะไม่ใส่หวานให้นะคะ ชอบให้ขอเพิ่มได้ ร้านมีเจ้าตัวที่เป็นชื่อร้านออกมาแนะนำตัวด้วย🐕น่ารัก น้องจะเห่าทักทาย นอกจากเครื่องดื่มก็จะมีขนมเวียนกันไป สามารถสั่งล่วงหน้าได้
📌 ซอยสี่แยก ม.รังสิต หน้าปากซอยมีร้านวัตสันกับ7-11 เข้าซอยมาแล้วตรงมาอีกนิดจะเห็นร้านอยู่หัวมุมซ้ายมือเลย"
review_13,5,เป็นร้านกาแฟเล็กๆตั้งอยู่ในเมืองเอก เจ้าของร้านน่ารักบริการดีค่ะ น้องบุชเชอร์ก็น่ารักมาก กาแฟที่ร้านก็อร่อย มีสมุดปากกาให้สเก็ตภาพด้วย เหมาะกับนั่งชิลๆเปื่อยๆในวันหยุดดีค่ะ
review_13,5,"ร้านกาแฟเล็กๆเปิดใหม่ในโซนรังสิต กาแฟดี ขนมอร่อย ราคาไม่แพง
แนะนำ mango cheese pie กับ americano+orange จัดว่าดี
ถ้าวันไหนโชคดี จะเจอน้องหมามาวิ่งเล่นในร้านด้วย 🐕 …"
review_13,5,ร้่นและคนขายน่ารัก บริการดี คัดเมล็ดกาแฟสดใหม่ดีมาก
review_13,5,ร้านเล็กๆ มีน้องหมา บรรยากาศน่าร้ก
review_13,5,เค้กอร่อยค่ะ ขีสเค้กถ้าใส่ Vanilla bean น่าจะหอมอร่อยกว่านี้ มองหาเจ้า long dog  แต่ไม่เจอว่าจะไปเล่นด้วย ที่นั่งน้อยเหมาะซื้อกลับบ้าน
review_13,3,รสชาติอร่อยดีแต่ร้านมีที่นั่งน้อยไปหน่อย และร้านก็อากาศร้อนไปหน่อย นั่งได้แป๊บๆรู้สึกเวียนหัว แปลกมาก
review_13,5,กาแฟอร่อย
review_13,5,เมนูชา กาแฟ อร่อยครับ บริการดี ราคาไม่แพงด้วย 👍👍👍 …
review_13,3,นั่งในร้านแล้วรู้สึกเวียนๆ ด้วยแสง ยังไงบอกไม่ถูก
review_13,3,กาแฟและเครื่องดื่มรสชาดดี แต่ยังมีให้เลือกไม่หลากหลาย
review_13,5,กาแฟดี ขนมอร่อย นั่งทำงานได้ ชิวๆ
review_13,4,อาหารก็พื้นๆ อร่อยนิดนึง
review_13,5,น้องหมาน่ารักมาก ❤️
review_13,4,น่านั่ง
review_13,5,"กินชาไทย น้ำส้มยูสุ ช็อคโกแลต คุกกี้ชีส ก็อร่อย สบายใจ 💛 คาเฟ่น่ารักบรรยากาศดี

คุณสามารถนำอาหารออกมาได้มันจะมาในกล่องที่สวยงาม"
review_13,5,บรรยากาศดีและบริการดี
review_13,5,"ลองชีสเค้กบาสก์ของพวกเขา
เนื้อสัมผัสเรียบเนียนจนแทบจะละลายในปากของคุณ รักมัน!"
review_13,5,อัญมณีที่ซ่อนอยู่ในบริเวณนี้ด้วยสุนัขตัวยาว (ดัชชุนด์) แน่นอน...
review_13,5,ร้านกาแฟเล็ก ๆ ที่ทำให้คุณดื่มกาแฟได้อย่างจริงจังและยังหวานอีกด้วย !!
review_13,5,"สุดยอดกาแฟคราฟต์ (ค่อนข้างหายากสำหรับพื้นที่)
ขนมหวานแสนอร่อย!"
review_13,5,positive
review_13,5,สถานที่น่ารักและผู้คนที่น่ารักเช่นนี้ ❤️
review_13,5,positive
review_13,4,โอเค👌 …
review_13,5,positive
review_13,5,positive
review_13,5,positive
review_13,5,positive
review_13,5,positive
review_13,4,positive
review_13,3,positive
review_13,4,positive
review_13,3,positive
review_14,1,nagative
review_15,5,"ร้านกาแฟ อร่อย ราคาไม่แพง
รสชาดดีมาก"
review_15,5,positive
review_21,5,positive
review_22,5,อาหารอร่อย สะอาด บริการดีมากครับ
review_22,5,อาหารอร่อยแล้วก็เมนูน้ำอร่อยมากครับ แนะนำครับๆ👍🏻😁
review_22,5,positive
review_22,5,positive
review_22,5,positive
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
